date,user,location,text
2023-03-06 12:59:13+00:00,AgentTruthTell3,,"Medical Researchers Willfully BLIND to Future RISK of CARDIAC 💔 ARREST after #COVID19 Vaccine Induce Myopericarditis
https://t.co/ZbTY4XsUMp"
2023-03-06 12:58:18+00:00,TFagnan,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:57:32+00:00,benajamiboy,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:56:58+00:00,RAMoawad,"West Seneca, NY",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:55:14+00:00,UKCovidVaxHub,,RT @ImmunologyUoB: £2.8M Funding has been awarded to the STRAVINSKY (Stratification of Clinically Vulnerable People for COVID-19 Risk Using…
2023-03-06 12:53:58+00:00,ScottD14,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:53:31+00:00,Littleone619,FreedomIsEverything,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:52:17+00:00,DylanColes13,Above Ground,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:52:10+00:00,0_Mad_Max_0,Prison earth,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:50:16+00:00,freedom2030free,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:49:40+00:00,GloriaBerard4,,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:48:36+00:00,Derek60020277,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:48:04+00:00,JackKnifeJockey,"Fucking, Austria","RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:47:03+00:00,trulytrusty,Essex,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:46:34+00:00,RoarAgainstWar,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:45:37+00:00,ambour21,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:45:14+00:00,julianne_wiley,"Peaceful hills, Upper East TN","RT @VisionViewTV_: Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,@DrAseemMalhotra ,…"
2023-03-06 12:45:08+00:00,UseLessPeeps,#America - What's it to ya!,#FACT - The record for a vaccine to be developed and licensed was four years. The record holder was the mumps vacci… https://t.co/rqp27lISL1
2023-03-06 12:45:03+00:00,Hope3916,Manahawkin NJ,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:44:42+00:00,Gingertheredman,,"RT @Benzalito: #vaccinegenocide #VaccineDeaths #VaccineSideEffects #COVID19 

I doubt there were ""chips"" in every vaccine, but maybe random…"
2023-03-06 12:43:43+00:00,Cpt_CustardTart,,"RT @real_GGoswami: [Src]:-
FOI 3953 - https://t.co/6iA8jMZBk4

COVID-19 vaccine weekly safety report 27-05-2021:-
https://t.co/j6axC9O38q…"
2023-03-06 12:42:44+00:00,TruthSearching_,here at this time for a reason,How can you develop a vaccine to target a virus BEFORE you have seen the virus? The vaccines were ready to go befor… https://t.co/LEUtNonUiK
2023-03-06 12:41:39+00:00,labezivon,,"RT @real_GGoswami: In this e-mail chain, Dept. reached out to .@facebook flagging a Facebook group where members shared their #COVID19 vacc…"
2023-03-06 12:41:12+00:00,iamjakimac,North Queensland,"RT @real_GGoswami: [Src]:-
FOI 3953 - https://t.co/6iA8jMZBk4

COVID-19 vaccine weekly safety report 27-05-2021:-
https://t.co/j6axC9O38q…"
2023-03-06 12:40:45+00:00,FriendlyFoe3,United States,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:40:06+00:00,EJHP_BMJ,,"Look back at 2022 👀 
Sharing the 3rd most read ⭐ 
FREE - #casereport #COVID19 vaccine 💉 triggered autoimmune… https://t.co/2GfMldFr7V"
2023-03-06 12:39:15+00:00,CarolDeegan12,"San Juan Capistrano, CA","RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:38:51+00:00,pieces0feight,Treasure Ireland,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:38:37+00:00,ScrewedUpHao,ใต้เตียง 🛏,"RT @SaksithCNA: PSA: Bivavent booster vaccines against #COVID19 by Pfizer are available for all (incl. non-Thais, older than 12 yrs and las…"
2023-03-06 12:37:15+00:00,Amanda_Stoel,Netherlands,New #COVID19 booster vaccine offers high level of protection (in mice) https://t.co/kCzGZ2vPv0 via @medical_xpress
2023-03-06 12:36:28+00:00,Pocupineof1979,"Orlando, FL",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:35:52+00:00,keithnico1,USA,If you still don't see that Covid19 and the vaccine protocols have a sinister origin and objective.. Then you're br… https://t.co/EJzrRiDVGK
2023-03-06 12:34:24+00:00,kennypowders76,"Scotland, United Kingdom","RT @TheRustler83: England 🏴󠁧󠁢󠁥󠁮󠁧󠁿

1st sSeptember 2021 - 31st March 2022 

32,000,000 doses of #COVID19 Booster vaccine administered 

12,0…"
2023-03-06 12:33:50+00:00,realJimBush,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:32:48+00:00,Sukyspook,Middle England,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:32:29+00:00,muhamedkalema1,47 Eleanor close n15 4hx ,"@BeeAHoney_ @MattHancock How did he recover without vaccine in 14 days that was the same Prince Charles,Boris Johns… https://t.co/4tES4vQ1XJ"
2023-03-06 12:32:18+00:00,jhorns247,"St Louis, MO",RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:32:04+00:00,mpjonesinfo,staplehurst,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:31:38+00:00,paranparcad,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:28:18+00:00,Wdubale1,,"RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 12:27:59+00:00,13TweEtyB1rd,,"RT @myownmind17: Carl Heneghan talking sense again. he knew all along but was silenced ...
We knew all along but they couldn't silence us…"
2023-03-06 12:27:56+00:00,Marshmyst,the marshes in the valley.,"Why?
We all know that the vaccine doesn’t stop the transmission of the covid19 virus.
Very strange. https://t.co/MYiXXc22E9"
2023-03-06 12:27:05+00:00,Versati51739827,,"RT @Benzalito: #vaccinegenocide #VaccineDeaths #VaccineSideEffects #COVID19 

I doubt there were ""chips"" in every vaccine, but maybe random…"
2023-03-06 12:26:15+00:00,GARYCOTTINGHAM,,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:23:43+00:00,Cerseiann,,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:23:41+00:00,sf2000b,Scotland,"RT @VisionViewTV_: Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,@DrAseemMalhotra ,…"
2023-03-06 12:23:09+00:00,bc_nbc,,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:21:21+00:00,jill_shank,,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:19:45+00:00,SorayaAssef1,,"RT @USMortality: 🔥 BREAKING 🚨 - UK ONS All-Cause Mortality Data for England Reveals:
‼️ The vaccine has never significantly protected the v…"
2023-03-06 12:19:31+00:00,DiegoHAWK666,"Manchester, England","RT @VisionViewTV_: Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,@DrAseemMalhotra ,…"
2023-03-06 12:17:00+00:00,Diane101955,Upper Midwest ,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:16:59+00:00,Ursula2021,ya mums house,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:16:11+00:00,mkos66,"Illinois, USA",RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:15:30+00:00,angelserendib,serendib,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:15:02+00:00,Jianminli12,,"RT @wenfeng2020: Bus driver’s sudden death in Chengdu Communism China on 5 March 2023.

#SuddenDeath 
Blame #COVID19 #vaccine 
#CCP must be…"
2023-03-06 12:14:06+00:00,Ilovedaisy66,,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:13:59+00:00,ankitsa64753824,Vidisha,"RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 12:13:12+00:00,flannelly_mike,,RT @AlbertBourla: Excited to share that updated analysis from our Phase 3 study with BioNTech also showed that our COVID-19 vaccine was 100…
2023-03-06 12:12:12+00:00,Jeff10286423,"Queensland, Australia",RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:12:10+00:00,herman00800,,"@Mos_Translators Vaccine disaster~~ Vaccines are life-threatening~~
#Artemisinin #Ivermectin is an antidote to… https://t.co/R9gVxifEtq"
2023-03-06 12:12:01+00:00,face_victory,,"RT @VisionViewTV_: Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,@DrAseemMalhotra ,…"
2023-03-06 12:11:03+00:00,jimchoumobile,"Boston, MA",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:10:58+00:00,BarbieSkok,United States,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:10:42+00:00,ProtesterLone,,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:10:04+00:00,MissMimiFaith,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:09:40+00:00,NickHudsonCT,"Cape Town, South Africa","RT @VisionViewTV_: Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,@DrAseemMalhotra ,…"
2023-03-06 12:09:33+00:00,PAtuhebwe,,"RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 12:09:17+00:00,Badreview8,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 12:08:52+00:00,PaulGre05158719,Japan,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:08:12+00:00,MediwasteP,"56 Mopedi Road,Sebenza,",hpcsa #wastedisposal #packaging #medical #healthfacilities #wastemanagement #environmentza#bftservices#covid19#vacc… https://t.co/USFxAg4PUm
2023-03-06 12:06:59+00:00,Mel_bourne_oz,"Melbourne, Victoria","RT @real_GGoswami: Tweet was quoted directly from the TGA's weekly #COVID19 vaccine-safety report.

Problem was that the Dept. did not like…"
2023-03-06 12:06:49+00:00,FlatspinUK,"Ashford, Kent",RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:06:48+00:00,emtyli,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:06:48+00:00,DickEmery77,,RT @zeee_media: 💣💣WORLD’S FIRST Criminal Case lodged by retired banker Pascal Najadi in Switzerland against the government for COVID and “V…
2023-03-06 12:06:47+00:00,Mel_bourne_oz,"Melbourne, Victoria","RT @real_GGoswami: In this e-mail chain, Dept. reached out to .@facebook flagging a Facebook group where members shared their #COVID19 vacc…"
2023-03-06 12:06:09+00:00,messe_thomas,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:04:59+00:00,DigitalSQR,,RT @dhis_2: Nice to see this innovative work with #DHIS2 in Tanzania to support management of #COVID19  vaccine data and vaccination workfl…
2023-03-06 12:04:52+00:00,CharlesRixey,Northern Virginia,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 12:01:58+00:00,climbingwater2,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 12:01:35+00:00,squirrel2312,"WEF-Reich, UK-sector",RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 12:00:33+00:00,LiebertPub,"New Rochelle, NY","A Path Forward for COVID-19 Vaccine Equity
@HopkinsMedicine researchers document key lessons as we continue to conf… https://t.co/msJjt7Woc3"
2023-03-06 12:00:11+00:00,OKIEMAGA1962,,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 11:59:04+00:00,Serienya,East Coast,"@interim_account @Deevoee @kylenabecker Antivaxxers misinterpreted and lied about what has been released, so it rea… https://t.co/wgo3WI8nii"
2023-03-06 11:58:40+00:00,joepalmeri2,,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 11:57:21+00:00,thbramble,"Alpharetta, GA",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 11:56:39+00:00,JStrada5,,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 11:55:55+00:00,oopartpt,"Lisboa, Portugal",RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 11:55:51+00:00,NJGirl4Tay,New Jersey,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 11:54:34+00:00,remirol1956,North Bay Ontario Canada,"RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 11:54:04+00:00,meca3x,NY,RT @BrianOSheaSPI: “A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-19 cas…
2023-03-06 11:53:02+00:00,BrianOSheaSPI,New York & Massachusetts,“A worldwide Bayesian causal Impact analysis suggests that COVID-19 gene therapy (mRNA vaccine) causes more COVID-1… https://t.co/oMDeJRJ3wJ
2023-03-06 11:52:16+00:00,CBCBARBADOS,Barbados,"Vaccination schedule for Monday, March 6, 2023
The public is advised that the Sinopharm and Johnson &amp; Johnson COVID… https://t.co/ApLjxxsl0Y"
2023-03-06 11:52:01+00:00,jacksorj1959,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 11:49:52+00:00,LouRivers20,,"RT @Benzalito: #vaccinegenocide #VaccineDeaths #VaccineSideEffects #COVID19 

I doubt there were ""chips"" in every vaccine, but maybe random…"
2023-03-06 11:48:42+00:00,NormaRagan1,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 11:48:29+00:00,tomigoldnet,"The Woodlands, TX U.S.A","@DanielTwelveOne @w0ng_again Ok, I guess this would be a good time to arrest the grifter, Trump**

Guess what, he w… https://t.co/9sSHWD9R6u"
2023-03-06 11:48:04+00:00,TammyBo71662121,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 11:44:54+00:00,EODwolf87,Twitter sucks join me on Minds,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 11:44:23+00:00,Diversity4me,,"RT @gabbystern: Seeing Meghan Markle trending (the haters must be at it again, but I don’t have the energy to check) and am recalling how s…"
2023-03-06 11:41:46+00:00,JBelanger1972,,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 11:37:34+00:00,qBVOxJhG3CLL6qv,,"RT @wenfeng2020: Bus driver’s sudden death in Chengdu Communism China on 5 March 2023.

#SuddenDeath 
Blame #COVID19 #vaccine 
#CCP must be…"
2023-03-06 11:35:36+00:00,maxwell87172416,,So many lies.  #FauciLied #FauciGate #GainOfFunction #WuhanLab #China #covid lies.  #VaccineSideEffects… https://t.co/MEWx8Hshlt
2023-03-06 11:35:12+00:00,Princej19025730,Sudan,"RT @MoHFW_INDIA: Dr @mansukhmandviya launched ""Bharat Ki Vaccine Vikash Gatha"" at #WorldBookFair2023 in New Delhi in presence of its author…"
2023-03-06 11:35:01+00:00,maxwell87172416,,So many lies.  #FauciLied #FauciGate #GainOfFunction #WuhanLab #China #covid lies.  #VaccineSideEffects… https://t.co/dpCIOFXQjQ
2023-03-06 11:32:05+00:00,metaxas115,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 11:30:27+00:00,Ch4ntHareKrsna,Nr. Nth. Byron Australia Mate,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 11:29:43+00:00,Pawansinghrajni,,RT @badalta_kashmir: @KashmirAhead @OfficeOfLGJandK @MoHFW_INDIA @mansukhmandviya @manojsinha_ @DHSKashmir @AyushmanNHA In #India we not on…
2023-03-06 11:28:03+00:00,Miss_petite07,Nigeria,"RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 11:22:18+00:00,KerriefBeboe,,"RT @gabbystern: Seeing Meghan Markle trending (the haters must be at it again, but I don’t have the energy to check) and am recalling how s…"
2023-03-06 11:21:33+00:00,Adlee7873,North Carolina,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 11:21:02+00:00,Denny44802539,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 11:20:50+00:00,LucindaPollit,Canada,"RT @barnes_law: Pfizer vaccine contract required they deliver a safe, effective vaccine ""for the prevention of Covid19"". Contract required…"
2023-03-06 11:19:15+00:00,FanPatanjali,,"RT @KnKsnksm0: Few weeks ago you were promoting “Indian” covid19 vaccines.  
Findings already there
But you Did NOT stop Promoting them and…"
2023-03-06 11:17:09+00:00,SheCometh,,"RT @gabbystern: Seeing Meghan Markle trending (the haters must be at it again, but I don’t have the energy to check) and am recalling how s…"
2023-03-06 11:14:23+00:00,WHO_Zimbabwe,82 - 84 Enterprise Road ,"RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 11:13:03+00:00,TimModise,Gauteng,"RT @VisionViewTV_: Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,@DrAseemMalhotra ,…"
2023-03-06 11:13:00+00:00,vejon_health,United Kingdom,"Myocarditis is the most serious risk across the population.

#CovidVaccine #COVID19 

https://t.co/0wOEXeLhqt"
2023-03-06 11:12:40+00:00,djthewallace,"Hell, Australia","RT @real_GGoswami: In this e-mail chain, Dept. reached out to .@facebook flagging a Facebook group where members shared their #COVID19 vacc…"
2023-03-06 11:11:21+00:00,maxwell87172416,,"@DrEliDavid Are we still doing this?
So many lies.  #FauciLied #FauciGate #GainOfFunction #WuhanLab #China #covid l… https://t.co/GVhBPiXWJN"
2023-03-06 11:09:25+00:00,rickmcsmith,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 11:08:36+00:00,NewsProspector,Aus,"@SaiKate108 You'd think that after all this time they'd have all the covid19 information at hand, or be able to cal… https://t.co/2YXN9xT8Nj"
2023-03-06 11:07:18+00:00,AnkitSa96984128,"Vidisha, India","RT @WHOAFRO: Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co…"
2023-03-06 11:06:45+00:00,VisionViewTV_,Johannesburg,"Are Covid19 Vaccines causing harm or good? On this edition of The Tim Modise Connection Twitter Space,… https://t.co/ylhQf73xpX"
2023-03-06 11:05:09+00:00,WHOAFRO,"Brazzaville, Congo","Here are four facts about the #COVID19 vaccine 👇🏾 

✅ This week, remember to get vaccinated and protect yourself! https://t.co/37gCtaJNp4"
2023-03-06 11:05:08+00:00,PeterTolar1,,"RT @gabbystern: Seeing Meghan Markle trending (the haters must be at it again, but I don’t have the energy to check) and am recalling how s…"
2023-03-06 11:02:39+00:00,Evie707656912,"Washington, USA","RT @aravindmc: My latest Substack article:

Why all research papers about #vaers are wrong and understate COVID19 vaccine dangers because t…"
2023-03-06 11:01:36+00:00,KellySmithPhD,"Toronto, ON","RT @ICESOntario: 📚 In case you missed it — new this week: 
• Pregnant women who receive the #COVID19 #vaccine pass on protection to their i…"
2023-03-06 11:01:02+00:00,Latetothepart19,"Wales, United Kingdom","Don't let the #distractions take away the loss that many have suffered. 
Worldwide political and #MSM incompetent/p… https://t.co/RwCUNYJiyP"
2023-03-06 11:00:41+00:00,novinite_com,"Sofia, Bulgaria",🇷🇸🎾💉 #Djokovic was not Allowed into the #US without a #COVID19 Vaccine #tennis ➡️ https://t.co/NY2ljzNxPa https://t.co/PBOq6OEJLD
2023-03-06 10:56:23+00:00,ImmunologyUoB,"University of Birmingham, UK",£2.8M Funding has been awarded to the STRAVINSKY (Stratification of Clinically Vulnerable People for COVID-19 Risk… https://t.co/oWZPegStOx
2023-03-06 10:56:12+00:00,RichardGlassock,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 10:55:46+00:00,LeoJohn90312030,,"@ABridgen It wasn't an experimental vaccine, they knew full well in advance what the ingredients were and what they… https://t.co/NwdGcGLZJn"
2023-03-06 10:51:47+00:00,StephanieMMann1,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-06 10:49:34+00:00,NicoleJ02645831,,"RT @aravindmc: My latest Substack article:

Why all research papers about #vaers are wrong and understate COVID19 vaccine dangers because t…"
2023-03-06 10:49:11+00:00,SimonAJDewerson,"Zug, Switzerland",RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 10:48:45+00:00,kathleenchippi, Colorado,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 10:47:56+00:00,bahman79271782,AnyWhere,"RT @gabbystern: Seeing Meghan Markle trending (the haters must be at it again, but I don’t have the energy to check) and am recalling how s…"
2023-03-06 10:42:55+00:00,SolarCoinNews,,"RT @real_GGoswami: In this e-mail chain, Dept. reached out to .@facebook flagging a Facebook group where members shared their #COVID19 vacc…"
2023-03-06 10:42:34+00:00,SolarCoinNews,,"RT @real_GGoswami: [Src]:-
FOI 3953 - https://t.co/6iA8jMZBk4

COVID-19 vaccine weekly safety report 27-05-2021:-
https://t.co/j6axC9O38q…"
2023-03-06 10:42:29+00:00,ElanMask2023,Earth,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 10:42:23+00:00,RealityZone3121,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-06 10:38:45+00:00,mark_melbin,Elon's hellscape.,"Mark Steyn on #GBNews:
""The programme incorrectly claimed that official UKHSA data provided definitive evidence of… https://t.co/xPeJ8Cf0YE"
2023-03-06 10:33:23+00:00,kreiger_daniel,,"RT @wenfeng2020: Bus driver’s sudden death in Chengdu Communism China on 5 March 2023.

#SuddenDeath 
Blame #COVID19 #vaccine 
#CCP must be…"
2023-03-06 10:32:37+00:00,tiossinob,Usa,"RT @aravindmc: My latest Substack article:

Why all research papers about #vaers are wrong and understate COVID19 vaccine dangers because t…"
2023-03-06 10:30:46+00:00,CGC_Mumbai,"Mumbai, India","Join us for the Fourth Yusuf Hamied Distinguished Lecture with Dr. Gagandeep Kang, Professor of Microbiology, Chris… https://t.co/5ldHv4HxbY"
2023-03-06 10:29:18+00:00,thatgreenguy,,"RT @Benzalito: #vaccinegenocide #VaccineDeaths #VaccineSideEffects #COVID19 

I doubt there were ""chips"" in every vaccine, but maybe random…"
2023-03-06 10:29:11+00:00,Bebetterall,,"RT @real_GGoswami: Tweet was quoted directly from the TGA's weekly #COVID19 vaccine-safety report.

Problem was that the Dept. did not like…"
2023-03-06 10:28:51+00:00,HSECommHealth1,,"Protect you and your baby from COVID-19. If you are #pregnant, book an appointment for your next #COVID19 booster v… https://t.co/TfQhrWKs9v"
